"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","68/3047","233/15222",0.000483988169025979,0.000483988169025979,0.0247424388327031,"Fer/Itgb2/Adora3/Loxl3/Icosl/Il4/Lgals9/Tbx21/Itfg2/Supt6/Spi1/Stat6/Paxip1/Tgfb1/Relb/Ercc1/Stat3/Il12b/Gab2/Stxbp2/Ly9/Cd244a/Eif2ak4/Msh6/Hmox1/Il27ra/Kit/Dnase1/Bcr/Ifi35/Psen2/St3gal1/Rnf168/Dll1/Gata2/Ptgds/Slamf6/Slamf1/Gata3/Lbp/H2-M3/Cd46/Atad5/Abr/Cd40/Ada/Mfng/Adora2b/Crhr1/Tnfsfm13/Irf1/Tnfaip3/Psen1/Myb/Enpp3/Dock2/Havcr2/Xbp1/Pld2/Tac4/Vamp2/Chga/Irf4/Gadd45g/Syk/Xrcc4/Cd180/F2rl1",68
"GO:0072655","BP","GO:0072655","establishment of protein localization to mitochondrion","31/3047","87/15222",0.000491266020063661,0.000491266020063661,0.0249213086291404,"Hk2/Oxa1l/Calm1/Akt1/Fbxo7/Bcap31/Bbc3/Timm44/Tomm40/Timm50/Bax/Bid/4930550C14Rik/Tomm40l/Hspa1l/Rala/Timm23/Pam16/Nol3/Tomm34/Mapt/Fis1/Calm3/Timm13/Hspa4/Srebf1/Timm22/Tomm20l/Timm9/Hsp90aa1/Ap3b1",31
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","41/3047","125/15222",0.000506652037786799,0.000506652037786799,0.0255056248833611,"Slc7a7/Slc13a2/Slc19a1/Akt1/Folr1/Slc1a5/Cd36/Slc25a1/Akt2/Slc25a18/Slc1a2/Slc1a6/Slc1a3/Slc5a6/Lrrc8a/Slc1a7/Slc38a3/Slc3a2/Slc47a1/Slc25a11/Slc25a13/Cltrn/Ace2/Slc13a3/Acsl1/Slc25a22/Grm1/Slc17a8/Psen1/Slc16a7/Slc1a4/Slc36a1/Slc36a2/Acsl6/Slc22a4/Slc7a15/Slc46a1/Gfap/Abcd4/Slc25a29/Sfxn1",41
"GO:0010633","BP","GO:0010633","negative regulation of epithelial cell migration","24/3047","62/15222",0.000526457197570884,0.000526457197570884,0.0257556594710035,"Apoh/Pparg/Acvrl1/Krit1/Serpinf1/Il4/Jup/Marveld3/Tgfb1/Apoe/Klf4/Coro1c/Mef2c/Rhoa/Hdac5/Pten/Stc1/Ager/Stard13/Dcn/Ptprr/Patz1/Vash1/Evl",24
"GO:0005903","CC","GO:0005903","brush border","43/3047","133/15222",0.000528612248762726,0.000528612248762726,0.0257556594710035,"Gna12/Pemt/Myo18a/Car4/Mfsd10/Slc26a3/Slc19a1/Folr1/Rgs19/Scin/Flii/Cd36/Pex19/Ddr1/Aqp1/Actn3/Slc34a3/Slc5a6/Slc5a1/Actn1/Cltrn/Ace2/Capza2/Eps8/Myo1c/Myo1b/Myh11/Slc22a5/Gipc1/Pcmt1/Slc5a8/Npc1l1/Gna13/Slc26a4/Ace/Slc9a3r1/Pld2/Slc46a1/Myh10/Amn/Slc34a1/Slc28a3/Slc6a19",43
"GO:0016607","CC","GO:0016607","nuclear speck","86/3047","309/15222",0.000529173212577853,0.000529173212577853,0.0257556594710035,"Dazap2/Raf1/Chtop/Gtf2h4/Il16/Sf3a1/Prpf6/Akap8l/Hbp1/Cdk12/Grk5/Plag1/Abhd17a/Timm50/Itpkc/Cwc15/Hif3a/Dgkq/Srpk1/Prcc/Chd5/Prkaca/Ddx39a/Mef2c/Bcas2/Epor/Osgep/Gcat/Adamts4/Rbm14/Fnbp4/Snrpb2/Prpf31/Hipk1/Hdac5/Vps72/Nxf1/Rbm25/Ehmt2/Glis2/Surf2/Mocs2/Prpf3/Wt1/Dyrk3/Pacsin2/Srsf6/Cacnb4/Zc3h18/Smurf2/Srsf1/Mapt/Cwc25/Atp6v0a1/Ddx39b/Sgk1/E2f7/Sf3a2/Cdc34/Rufy1/Slu7/Ppp4r3b/Nampt/Cbll1/Ddx42/Ncbp3/Luc7l3/Eftud2/Pnn/Zc3h14/Snw1/Hif1a/Srsf5/Nrde2/Trip11/Ylpm1/Gli3/Carmil1/Prpf4b/Habp4/Slc34a1/Fam193b/Ddx46/Tert/Gtf2h2/Erbin",86
"GO:0000323","CC","GO:0000323","lytic vacuole","115/3047","434/15222",0.000556548300565363,0.000556548300565363,0.0257556594710035,"Gm2a/Clcn4/Cryba1/Fasl/Snapin/Acp5/Glmp/Tmem79/Itfg2/Akr1b3/Tcirg1/Uba1/Siae/Tmem25/Bbc3/Acp2/Napsa/Tm9sf1/Borcs8/Tsc2/Epdr1/Apoe/Hck/Pld3/Ncstn/Dnase2a/Calr/Cdip1/Psap/Pax2/Clcn3/Pde1c/Mcoln1/Stxbp2/Chmp2b/Sgsh/Man2b1/Insr/Slc30a4/Ctns/Kptn/Prss16/Tmbim1/Kif5b/Hap1/Neu1/M6pr/Lrrc8a/Ctsd/Trpm2/Mpo/Kcnq1/Hyal2/Hyal1/Nprl2/Slc3a2/Psen2/Mcoln2/Acp4/Atp6v0d1/Tmem175/Atraid/Galns/Gzmb/Ppt2/Hspa8/Sqstm1/H2-M3/Ctsz/H2-M2/Cd34/Lamp2/Nbr1/Ada/Ctsa/Anxa6/Gabarap/Cd68/Abca5/Tm4sf5/Trip10/Ubxn6/Cyb561/Fuca2/Cd164/Tnfaip3/Psen1/Stx7/Dram1/Srgn/Vps26a/Slc29a3/Slc36a1/Nprl3/Nsg2/Prss57/Laptm4a/Arsg/Ace/Gga3/Spag9/Stx8/Gfap/Galc/Vti1b/Lgmn/Abcd4/Npc2/Gpr137b/Ctsl/Arsk/Ocln/Hexb/Crhbp/Kif2a",115
"GO:0005764","CC","GO:0005764","lysosome","115/3047","434/15222",0.000556548300565363,0.000556548300565363,0.0257556594710035,"Gm2a/Clcn4/Cryba1/Fasl/Snapin/Acp5/Glmp/Tmem79/Itfg2/Akr1b3/Tcirg1/Uba1/Siae/Tmem25/Bbc3/Acp2/Napsa/Tm9sf1/Borcs8/Tsc2/Epdr1/Apoe/Hck/Pld3/Ncstn/Dnase2a/Calr/Cdip1/Psap/Pax2/Clcn3/Pde1c/Mcoln1/Stxbp2/Chmp2b/Sgsh/Man2b1/Insr/Slc30a4/Ctns/Kptn/Prss16/Tmbim1/Kif5b/Hap1/Neu1/M6pr/Lrrc8a/Ctsd/Trpm2/Mpo/Kcnq1/Hyal2/Hyal1/Nprl2/Slc3a2/Psen2/Mcoln2/Acp4/Atp6v0d1/Tmem175/Atraid/Galns/Gzmb/Ppt2/Hspa8/Sqstm1/H2-M3/Ctsz/H2-M2/Cd34/Lamp2/Nbr1/Ada/Ctsa/Anxa6/Gabarap/Cd68/Abca5/Tm4sf5/Trip10/Ubxn6/Cyb561/Fuca2/Cd164/Tnfaip3/Psen1/Stx7/Dram1/Srgn/Vps26a/Slc29a3/Slc36a1/Nprl3/Nsg2/Prss57/Laptm4a/Arsg/Ace/Gga3/Spag9/Stx8/Gfap/Galc/Vti1b/Lgmn/Abcd4/Npc2/Gpr137b/Ctsl/Arsk/Ocln/Hexb/Crhbp/Kif2a",115
"GO:0010638","BP","GO:0010638","positive regulation of organelle organization","123/3047","469/15222",0.000563153703776779,0.000563153703776779,0.0257556594710035,"Fer/Pdgfb/Hnrnpd/Hip1r/Cct3/Fbxo7/Septin7/Rac1/Spag5/Bbc3/Rhoc/Snx9/Braf/Scin/Map2k7/Pnkp/Cdkn1b/Hck/Ercc1/Bax/Fam162a/Akt2/Dnmt1/Cul3/Bid/Ralb/Ccl24/Nes/Hnrnpa2b1/Wdr1/Igf1r/Insr/Trim28/Apc/Tpr/Arpc2/Tek/Pfdn2/Cdt1/Nphs1/Cdc42/Kif5b/Hap1/Ctnnb1/Tgfbr1/Cav1/Cct4/Rhoa/Arpc5/Rala/Dynll1/Nf2/Lnpk/Met/Mcu/Vps4b/Zmynd10/Spire2/Prox1/Dazl/Fuz/Git1/Trpv4/Map3k4/Ankrd53/Fhod1/Naf1/Sirt2/Setdb1/Dstn/Macroh2a1/Wnt11/Tenm1/Slc25a5/Bik/Sdc4/Mmp9/Myo1c/Baiap2l2/Pfn1/Mapt/Pip4k2b/G3bp1/Mief2/Dync1h1/Csf2/Alox15/Fis1/Fbxo5/Wasf1/Pkib/Dcn/Ccn2/Igf1/Plek/Actr2/Cnot2/Nav3/Vps13d/Cnot6/Mapk9/Rad50/Pdlim4/Ube2b/Vdac1/Drg1/Rock2/Sdc1/Cdc27/Doc2b/Aurkb/Adck1/Nin/Hif1a/Tgfb3/Evl/Trim27/Carmil1/Edn1/Slf1/Iqgap2/F2rl1/Jmy",123
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","52/3047","169/15222",0.000565465635560038,0.000565465635560038,0.0257556594710035,"Lhx2/Sox9/Sec24b/Luzp1/Rarg/Irx2/Tulp3/Brpf1/Folr1/Tsc2/Tgfb1/Shh/Jag2/Dvl3/Pax2/Rab23/Pax3/Prkacb/Prkaca/Ctnnb1/Arid1a/Fzd3/Rala/Bmp7/Wnt2/Fuz/Aldh1a2/Cluap1/Aldh1a3/Gata3/Lama5/Celsr1/Nup50/Sulf1/Sdc4/Ift52/Stk4/Pfn1/Wnt9b/Sfrp5/Apaf1/Cobl/Rock2/Hnf1b/Llgl2/Dvl2/Kat2a/Mthfd1/Hif1a/Tfap2a/Ptch1/Cdk20",52
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","87/3047","314/15222",0.000575687126979966,0.000575687126979966,0.0257556594710035,"Ngfr/Alox12/Lck/Pparg/Ddx3x/Fasl/Fmr1/Hip1r/Mmp14/Hpn/Akt1/Bcap31/Bbc3/Snx9/Apoe/Ncstn/Rad23a/Bax/Fam162a/Stat3/Dnaja3/Lpcat3/Bid/Sgta/Ubqln1/Fgfr4/Tfap4/Cbfa2t3/Cdc20/Cav1/Rhoa/Ctsd/Wnt3a/Psen2/Fuz/Pten/Tmem259/Chfr/Pdcd2/Sirt2/Ager/Ttbk1/Hspa8/Aph1a/Cd46/Plgrkt/Gabarap/Arrb1/Sart3/Fis1/Rcn3/Hdac2/Fyn/Perp/Psen1/Apaf1/Ccn2/Sirt1/Vsir/Mdm2/Fzr1/Sumo3/Fbxw11/Cyfip2/Ppp2ca/Mapk9/Rack1/Tnip1/Rnf185/Xbp1/Rnft1/Rock2/Trib2/Rnf144a/Sumo2/P2rx1/Atp2a3/Lgmn/Gpld1/Syk/Prelid1/F12/Agtpbp1/Dapk1/Nkd2/Pdcd6/Plk2",87
"GO:0005313","MF","GO:0005313","L-glutamate transmembrane transporter activity","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Slc25a18/Slc1a2/Slc1a6/Slc1a3/Slc1a7/Slc25a13/Slc25a22/Slc17a8",8
"GO:0005542","MF","GO:0005542","folic acid binding","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Ftcd/Slc19a1/Folr1/Gnmt/Sardh/Slc46a1/Mtr/Dhfr",8
"GO:0010744","BP","GO:0010744","positive regulation of macrophage derived foam cell differentiation","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Cd36/Csf1/Lpl/Csf2/Mapk9/Apob/Alox8/Prkch",8
"GO:0035256","MF","GO:0035256","G protein-coupled glutamate receptor binding","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Calm1/Homer3/Homer1/Calm3/Esr1/Fyn/Adora2a/Slc9a3r1",8
"GO:0060767","BP","GO:0060767","epithelial cell proliferation involved in prostate gland development","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Wdr77/Sox9/Serpinf1/Shh/Cdkn1b/Stk11/Apc/Ctnnb1",8
"GO:2001053","BP","GO:2001053","regulation of mesenchymal cell apoptotic process","8/3047","12/15222",0.000581514666627629,0.000581514666627629,0.0257556594710035,"Sox9/Shh/Pax2/Bmp7/Tbx1/Wt1/Hnf1b/Hif1a",8
"GO:0002360","BP","GO:0002360","T cell lineage commitment","14/3047","29/15222",0.000586637066882995,0.000586637066882995,0.0257556594710035,"Loxl3/Il4/Tbx21/Foxn1/Stat6/Braf/Tgfb1/Shh/Stat3/Ly9/Rhoa/Slamf6/Irf4/Ctsl",14
"GO:0021904","BP","GO:0021904","dorsal/ventral neural tube patterning","14/3047","29/15222",0.000586637066882995,0.000586637066882995,0.0257556594710035,"Tulp3/Smo/Shh/Rab23/Prkacb/Prkaca/Wnt3a/Psen2/Kif3a/Fkbp8/Psen1/Gli3/Ptch1/Cdk20",14
"GO:0043094","BP","GO:0043094","cellular metabolic compound salvage","14/3047","29/15222",0.000586637066882995,0.000586637066882995,0.0257556594710035,"Gmpr/Gmpr2/Uck1/Impdh1/Mri1/Ampd3/Aprt/Apip/Adssl1/Dguok/Adss/Ada/Upp1/Adi1",14
"GO:0090322","BP","GO:0090322","regulation of superoxide metabolic process","14/3047","29/15222",0.000586637066882995,0.000586637066882995,0.0257556594710035,"Gnai3/Itgb2/Acp5/Akt1/Tgfb1/Cd36/Cyba/Nfe2l2/Mapt/Aatf/Fbln5/Syk/F2rl1/Dhfr",14
"GO:0030100","BP","GO:0030100","regulation of endocytosis","64/3047","218/15222",0.000587540549018221,0.000587540549018221,0.0257556594710035,"Pparg/Rab5b/Fmr1/Il4/Hip1r/Epn2/Calm1/Efnb2/Unc119/Nr1h3/Tsc2/Axl/Cd36/Apoe/Apoc2/Sh3gl1/Bicd1/Abca13/Dgkq/Insr/Ankrd13d/Hfe/Cdc42/Hap1/Cav1/Bcl2l1/Wnt3a/Atad1/Clip3/Tsg101/Dll1/Gata2/Sirt2/Ager/Itga2/Fcgr1/Lbp/Pacsin2/Vtn/Rab5a/Kif3a/Arrb1/Alox15/Rab5c/Calm3/Rab4a/Ahi1/Rab21/Appl2/Rufy1/Cbll1/Itgb3/Ankfy1/Pld2/Dlg4/Ston2/Akap5/Numb/Amph/Sfrp4/Syk/Hnrnpk/Mctp1/F2rl1",64
"GO:0031690","MF","GO:0031690","adrenergic receptor binding","12/3047","23/15222",0.000596077850619988,0.000596077850619988,0.0257556594710035,"Sh3gl1/Aplp1/C1qbp/Arrb1/Ppp2ca/Gria1/Slc9a3r1/Dlg4/Akap5/Sav1/Bdkrb2/Pde4d",12
"GO:0043369","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","12/3047","23/15222",0.000596077850619988,0.000596077850619988,0.0257556594710035,"Loxl3/Il4/Tbx21/Stat6/Braf/Tgfb1/Shh/Stat3/Ly9/Slamf6/Irf4/Ctsl",12
"GO:0099503","CC","GO:0099503","secretory vesicle","129/3047","496/15222",0.000599439982714844,0.000599439982714844,0.0257556594710035,"Gnai3/Cav2/Th/Ins2/Gcg/Cttnbp2/Septin1/Dynlt1c/Clcn4/Car4/Dnajc5/Dbh/Snapin/Cfp/Calm1/Cyp51/Col1a1/Tcirg1/Vwf/Napsa/Tgfb1/Shh/Pla1a/Ap2a2/Rab8a/Slc2a3/Sri/Atp8b3/Rab3b/Bicd1/Ncstn/Calr/Ppfia3/Akt2/Clcn5/Clcn3/Stxbp2/Aqp1/Syt5/Prkaca/Kit/Apc/Trh/Arpc2/Cdc42/Syngr3/Stx1a/Tssk4/Cav1/Bcl2l1/Vdac3/Dynll1/Mpo/Syn2/Kcnq1/Snap47/Rnf112/Psen2/Tex22/Tmem190/Atp6v0d1/Ptprs/Kif1a/Actn1/Prrt1/Hspa8/Aph1a/Cd46/Lamp2/Zpbp2/Rab5a/Slc2a4/Sparc/Ndel1/Rab3d/Atp6v0a1/Calm3/Gipc1/Rab4a/Cyb561/Stxbp5/Slc17a8/Atp2b1/Psen1/Stx7/Moxd1/Igf1/Srgn/Pcsk4/Ddc/Zpbp/Prss57/Fstl3/Vdac1/Igfbp3/Septin4/Gria1/Sypl/Pomc/Dld/Kif3c/Rab10/Gh/Rab37/Rph3al/Dlg4/Vamp2/Ston2/Slirp/Rab15/Vti1b/Trip11/Chga/Tmed10/Tgfb3/Amph/Prl/Edn1/Ctsl/Catsper3/Nkd2/Pcsk1/Mctp1/Slc30a5/Cartpt/Hexb/Crhbp/Scamp1/Rab3c",129
"GO:0090077","BP","GO:0090077","foam cell differentiation","13/3047","26/15222",0.000601445008875948,0.000601445008875948,0.0257556594710035,"Pparg/Cd36/Hbp1/Csf1/Lpl/Abca5/Csf2/Mapk9/Apob/Itgb3/Alox8/Nfkbia/Prkch",13
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","41/3047","126/15222",0.000607993085039899,0.000607993085039899,0.0258680928881152,"Slc7a7/Slc13a2/Slc19a1/Akt1/Folr1/Slc1a5/Cd36/Slc25a1/Akt2/Slc25a18/Slc1a2/Slc1a6/Slc1a3/Slc5a6/Lrrc8a/Slc1a7/Slc38a3/Slc3a2/Slc47a1/Slc25a11/Slc25a13/Cltrn/Ace2/Slc13a3/Acsl1/Slc25a22/Grm1/Slc17a8/Psen1/Slc16a7/Slc1a4/Slc36a1/Slc36a2/Acsl6/Slc22a4/Slc7a15/Slc46a1/Gfap/Abcd4/Slc25a29/Sfxn1",41
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","28/3047","77/15222",0.000622207053511832,0.000622207053511832,0.0262438183163075,"Itgb2/Oprm1/Il4/Acp5/Akt1/Rac1/Cd36/Klf4/Akt2/Por/Insr/Mmp8/Trpv1/Epor/Sod2/Ddah2/Cav1/Khsrp/Dynll1/H2-M3/Cd34/Cyb5r3/Esr1/Igf1/Mapk9/Rock2/Nos2/Hsp90aa1",28
"GO:0001937","BP","GO:0001937","negative regulation of endothelial cell proliferation","18/3047","42/15222",0.000624783001097728,0.000624783001097728,0.0262438183163075,"Apoh/Cav2/Ngfr/Pparg/Acvrl1/Krit1/Tsc2/Apoe/Il12b/Mef2c/Tgfbr1/Cav1/Ager/Sulf1/Sparc/Nf1/Vash1/Prl",18
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","48/3047","154/15222",0.000658366268331178,0.000658366268331178,0.0274794448440695,"Dlat/Gmpr/Atp5pb/Il4/Coasy/Gmpr2/Uck1/Tgfb1/Atp5d/Impdh1/Gcdh/Stat3/Map2k1/Adcy9/Ampd3/Atp5g1/Pdk1/Aprt/Bcl2l1/Tafazzin/Pdhx/Adssl1/Cad/Dguok/Slc25a13/Prpsap1/Adss/Atp5e/Ada/Atp5g3/Acsl1/Pank3/Pdk4/Dip2a/Acsl6/Upp1/Adcy1/Guk1/Prpsap2/Adcy3/Dld/Nme2/Gucy2e/Pfas/Acly/Dcakd/Pygl/Adcy2",48
"GO:0140657","MF","GO:0140657","ATP-dependent activity","128/3047","493/15222",0.000675196442434863,0.000675196442434863,0.0280046720414063,"Spg7/Ddx3x/Slc26a3/Cct3/Ddx18/Clpb/Psmc3/Mov10/Hltf/Clpp/Pex6/Mcm2/Atp5d/Abcf3/Atp8b3/Ddx23/Snrnp200/Kif20a/Ruvbl2/Kifc2/Atp6v1f/Ddx56/Abca13/Myo9b/Chd5/Dnah2/Msh6/Mcm5/Ddx39a/Msh4/Atp4a/Spo11/Pex1/Trap1/Dhx34/Atp7b/Slc4a1/Kif5b/Hspa1l/Msh5/Atp1a2/Atp1a4/Rad51c/Cct4/Arid1a/Dqx1/Vps4b/Kif19a/Kif11/Atp6v0d1/Atad1/Kif1a/Msh3/Acsf3/Ddx19a/Entpd2/Abca1/Clpx/Mov10l1/Atp6v0e/Hspa8/Mtrex/Atp5e/Top2b/Atad5/Slc12a5/Myo1c/Dhx58/Ddx27/Kif3a/Myo1b/Dhx40/Chd3/Dnah11/G3bp1/Dync1h1/Acsl1/Abca5/Rad51d/Dnah1/Atp6v1e1/Chtf18/Ddx39b/Katna1/Atp2b1/Hsp90b1/Ddx21/Ddx50/Supv3l1/Nav3/Helb/Acsl6/Hspa4/Rad50/Myo1g/Myo19/Atp6v1c2/Abca8b/Slc26a4/Kif3c/Ddx52/Cct6b/Ddx42/Psmc5/Ddx5/Helz/Recql5/Atp2a3/Kif1c/Abcc3/Myh10/Myh3/Top2a/Atp6v1d/Psmc1/Abcd4/Mlh3/Hsp90aa1/Xrcc3/Kif13a/Wrnip1/Ercc6l2/Ddx41/Ddx46/Trip13/Rhobtb3/Rad17/Kif2a",128
"GO:0043368","BP","GO:0043368","positive T cell selection","17/3047","39/15222",0.000694830070646419,0.000694830070646419,0.0286388841618409,"Loxl3/Il4/Tbx21/Cd3g/Foxn1/Stat6/Braf/Tgfb1/Shh/Stk11/Stat3/Ly9/Slamf6/Srf/Dock2/Irf4/Ctsl",17
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","34/3047","100/15222",0.000719056421354128,0.000719056421354128,0.0294533408289219,"Cox5a/Atp5pb/Clcn4/Atp5d/Atp6v1f/Clcn5/Clcn3/Letm1/Atp4a/Ctns/Atp5g1/Atp6v1b1/Cox4i2/Atp6v0d1/Cox6c/Slc9a5/Atp6v0e/Surf1/Atp5e/Slc25a5/Cox7c/Slc2a4/Atp5g3/Otop3/Mfsd3/Atp6v1e1/Atp6v0a1/Uqcr11/Slc5a4a/Slc36a1/Slc36a2/Atp6v1c2/Slc46a1/Atp6v1d",34
"GO:0030879","BP","GO:0030879","mammary gland development","41/3047","127/15222",0.000726904047841176,0.000726904047841176,0.0295909932405781,"Tbx2/Sox9/Smo/Stat6/Tgfb1/Elf3/Ddr1/Bax/Stat5a/Phb2/Pax3/Prlr/Igf1r/Neurl1a/Epha2/Atp7b/Aprt/Cav1/Wnt3a/Etv5/Csf1/Notch4/Gata3/Etv4/Med1/Tbx3/Esr1/Socs2/Igf1/Rtn4/Xbp1/Id2/Ccl11/Ntn1/Stat5b/Hif1a/Tgfb3/Gli3/Prl/Ptch1/Slc6a3",41
"GO:0048638","BP","GO:0048638","regulation of developmental growth","98/3047","364/15222",0.000783041454849238,0.000783041454849238,0.0316777464628276,"Tbx2/Wnt3/Cdh4/Sema4f/Bcl11a/Sema6b/Rnd2/Ifrd1/Akt1/Smo/Ppard/Daxx/Apoe/Cdkn1b/Stat3/Stat5a/Rab11a/Eif2b2/Ulk2/Crabp2/Zp3/Pex5/Ccn4/Celf1/Igf1r/Insr/Mef2c/Gata6/Apc/P2rx5/Atp5g1/Actn3/D130043K22Rik/Tgfbr1/Ankrd26/Myod1/Wnt3a/Cacna2d2/Prox1/Wnt2/Sptbn4/Ptprs/Pten/Csf1/Dll1/Map2/Gdi1/Srf/Tnr/Wt1/Stk4/Tbx5/Mapt/Ncor1/Trpv2/Ikzf1/Ndel1/Zfyve27/Wwc1/Ahr/Ddx39b/Trip10/Sema6a/Hdac2/Hey2/Cdk1/Dusp6/Socs2/Igf1/Sirt1/Sgpl1/Rab21/Gamt/Meis1/Stc2/Cdkl3/Rtn4/Dbnl/Rps6kb1/Agr2/Itsn2/Hnf1b/Gh/Pafah1b1/Slc6a4/Ntn1/Stat5b/Tshr/Sav1/Lgmn/Yy1/Edn1/Ripk1/Sema4d/Ptch1/Cdk20/Hnrnpk/Slc6a3",98
"GO:0072384","BP","GO:0072384","organelle transport along microtubule","28/3047","78/15222",0.000787772210520118,0.000787772210520118,0.0316777464628276,"Snapin/Stk11/Bicd1/Map2k1/Bloc1s6/Cdc42/Kif5b/Hap1/Kif1a/Map2/Rhot1/Mapt/Dync1h1/Ndel1/Ubb/Wasf1/Rab1a/Ap3d1/Fbxw11/Nefh/Kif3c/Pafah1b1/Kif1c/Actr10/Hif1a/Kif13a/Agtpbp1/Ap3b1",28
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","68/3047","237/15222",0.000805220146591468,0.000805220146591468,0.0321379841642418,"Fer/Itgb2/Adora3/Loxl3/Icosl/Il4/Lgals9/Tbx21/Itfg2/Supt6/Spi1/Stat6/Paxip1/Tgfb1/Relb/Ercc1/Stat3/Il12b/Gab2/Stxbp2/Ly9/Cd244a/Eif2ak4/Msh6/Hmox1/Il27ra/Kit/Dnase1/Bcr/Ifi35/Psen2/St3gal1/Rnf168/Dll1/Gata2/Ptgds/Slamf6/Slamf1/Gata3/Lbp/H2-M3/Cd46/Atad5/Abr/Cd40/Ada/Mfng/Adora2b/Crhr1/Tnfsfm13/Irf1/Tnfaip3/Psen1/Myb/Enpp3/Dock2/Havcr2/Xbp1/Pld2/Tac4/Vamp2/Chga/Irf4/Gadd45g/Syk/Xrcc4/Cd180/F2rl1",68
"GO:0006979","BP","GO:0006979","response to oxidative stress","100/3047","373/15222",0.000812180053586169,0.000812180053586169,0.0321379841642418,"Ngfr/Fer/Lck/Mapk7/Sp1/Akr1b3/Akt1/Fbxo7/Stat6/Tmem161a/Axl/Prkd1/Prkra/Cd36/Pnkp/Apoe/Keap1/Ercc1/Nqo1/Hmox2/Psap/Pax2/Gpx6/Aqp1/Mapk13/Map2k1/Hspb1/Prdx2/Ubqln1/Hmox1/Trap1/Upk3bl/Epor/Pdk1/Slc4a1/Sod2/Ctnnb1/Mgst1/Trpm2/Mpo/Met/Ppp2cb/Aldh3a2/Hyal2/Hyal1/Rnf112/Thg1l/Etv5/Ndufs2/Nol3/Sirt2/Endog/Arnt/Nfe2l2/Macroh2a1/Mmp9/Crk/Glrx2/Gpx3/Mapt/Kdm6b/Pcgf2/Atox1/Mb/Hdac2/Rwdd1/Fyn/Tnfaip3/Ptprk/Psen1/Ndufa12/Sirt1/Aifm2/Egfr/Txnrd1/Stc2/Mapk9/Rack1/Pnpt1/Xbp1/Tpo/Pxdn/Cygb/Pld2/Ngb/Fut8/Hif1a/Eif2s1/Fbln5/Net1/Fos/Edn1/Ripk1/Fancc/Ercc6l2/Dapk1/Glrx/Mctp1/Ercc8/Dhfr",100
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","60/3047","204/15222",0.000813837380312364,0.000813837380312364,0.0321379841642418,"Ngfr/Wnt9a/Cdh1/Alox12/Lck/Pparg/Ddx3x/Fasl/Hip1r/Akt1/Bcap31/Bbc3/Klf4/Bcl2l12/Pih1d1/Rps6ka1/Bax/Fam162a/Akt2/Dnaja3/Pax2/Bid/Aqp1/Cd44/Por/Tfap4/Rhoa/Ctsd/Wnt3a/Pdcd2/Nol3/Ttbk1/Birc5/Mmp9/Arrb1/Fis1/Dpep1/Mical1/Fyn/Perp/Apaf1/Ccn2/Igf1/Sirt1/Adora2a/Mdm2/Cyfip2/Ppp2ca/Mapk9/Rack1/Nle1/Rffl/P2rx1/Atp2a3/Lgmn/Syk/Dapk1/Pdcd6/Cast/Naip1",60
"GO:0007006","BP","GO:0007006","mitochondrial membrane organization","33/3047","97/15222",0.000844331771159781,0.000844331771159781,0.033143725227544,"Dynlt1c/Hk2/Spg7/Hip1r/Oxa1l/Calm1/Bbc3/Alkbh7/Tomm40/Timm50/Ier3/Bax/Stat3/Bid/Mtfp1/Pex5/Letm1/Cnp/Bcl2l1/Tafazzin/Nol3/Slc25a5/Rhot1/Eya2/Calm3/Hebp2/Timm13/Hspa4/Timm22/Adck1/Timm9/Hsp90aa1/Ap3b1",33
